Time(s),Thrust(N),,Data Max,94765.72156,Time Normalized 0-1,Thrust Normalized 0-1,,,
44.67,88320.23763,,,,0.896987952,0.93198507,,,
44.7,88359.53695,,,,0.897590361,0.93239977,,,
44.73,88398.81987,,,,0.898192771,0.932814296,,,
44.76,88438.08638,,,,0.898795181,0.93322865,,,
44.79,88477.33648,,,,0.89939759,0.93364283,,,
44.82,88516.57017,,,,0.9,0.934056837,,,
44.85,88555.78746,,,,0.90060241,0.934470671,,,
44.88,88594.98834,,,,0.901204819,0.934884332,,,
44.91,88634.17282,,,,0.901807229,0.93529782,,,
44.94,88673.34089,,,,0.902409639,0.935711135,,,
44.97,88712.49256,,,,0.903012048,0.936124277,,,
45,88751.62783,,,,0.903614458,0.936537245,,,
45.03,88790.74669,,,,0.904216867,0.936950041,,,
45.06,88829.84914,,,,0.904819277,0.937362663,,,
45.09,88868.9352,,,,0.905421687,0.937775113,,,
45.12,88908.00485,,,,0.906024096,0.938187389,,,
45.15,88947.0581,,,,0.906626506,0.938599492,,,
45.18,88986.09494,,,,0.907228916,0.939011422,,,
45.21,89025.11539,,,,0.907831325,0.939423179,,,
45.24,89064.11943,,,,0.908433735,0.939834763,,,
45.27,89103.10708,,,,0.909036145,0.940246174,,,
45.3,89142.07832,,,,0.909638554,0.940657411,,,
45.33,89181.03316,,,,0.910240964,0.941068476,,,
45.36,89219.97161,,,,0.910843373,0.941479368,,,
45.39,89258.89365,,,,0.911445783,0.941890086,,,
45.42,89297.7993,,,,0.912048193,0.942300632,,,
45.45,89336.68854,,,,0.912650602,0.942711004,,,
45.48,89375.56139,,,,0.913253012,0.943121204,,,
45.51,89414.41784,,,,0.913855422,0.94353123,,,
45.54,89453.2579,,,,0.914457831,0.943941084,,,
45.57,89492.08155,,,,0.915060241,0.944350764,,,
45.6,89530.88881,,,,0.915662651,0.944760271,,,
45.63,89569.67968,,,,0.91626506,0.945169606,,,
45.66,89608.45414,,,,0.91686747,0.945578767,,,
45.69,89647.21221,,,,0.91746988,0.945987755,,,
45.72,89685.95389,,,,0.918072289,0.946396571,,,
45.75,89724.67917,,,,0.918674699,0.946805213,,,
45.78,89763.38806,,,,0.919277108,0.947213682,,,
45.81,89802.08055,,,,0.919879518,0.947621978,,,
45.84,89840.75665,,,,0.920481928,0.948030102,,,
45.87,89879.41636,,,,0.921084337,0.948438052,,,
45.9,89918.05967,,,,0.921686747,0.948845829,,,
45.93,89956.68659,,,,0.922289157,0.949253434,,,
45.96,89995.29712,,,,0.922891566,0.949660865,,,
45.99,90033.89125,,,,0.923493976,0.950068123,,,
46.02,90072.469,,,,0.924096386,0.950475209,,,
46.05,90111.03035,,,,0.924698795,0.950882121,,,
46.08,90149.57531,,,,0.925301205,0.951288861,,,
46.11,90188.10389,,,,0.925903614,0.951695427,,,
46.14,90226.61607,,,,0.926506024,0.952101821,,,
46.17,90265.11186,,,,0.927108434,0.952508042,,,
46.2,90303.59126,,,,0.927710843,0.952914089,,,
46.23,90342.05427,,,,0.928313253,0.953319964,,,
46.26,90380.5009,,,,0.928915663,0.953725666,,,
46.29,90418.93114,,,,0.929518072,0.954131195,,,
46.32,90457.34499,,,,0.930120482,0.954536551,,,
46.35,90495.74245,,,,0.930722892,0.954941734,,,
46.38,90534.12352,,,,0.931325301,0.955346744,,,
46.41,90572.48821,,,,0.931927711,0.955751581,,,
46.44,90610.83651,,,,0.93253012,0.956156245,,,
46.47,90649.16842,,,,0.93313253,0.956560737,,,
46.5,90687.48395,,,,0.93373494,0.956965055,,,
46.53,90725.78309,,,,0.934337349,0.957369201,,,
46.56,90764.06585,,,,0.934939759,0.957773173,,,
46.59,90802.33223,,,,0.935542169,0.958176973,,,
46.62,90840.58222,,,,0.936144578,0.9585806,,,
46.65,90878.81582,,,,0.936746988,0.958984054,,,
46.68,90917.03304,,,,0.937349398,0.959387335,,,
46.71,90955.23388,,,,0.937951807,0.959790443,,,
46.74,90993.41834,,,,0.938554217,0.960193378,,,
46.77,91031.58641,,,,0.939156627,0.960596141,,,
46.8,91069.7381,,,,0.939759036,0.96099873,,,
46.83,91107.87341,,,,0.940361446,0.961401147,,,
46.86,91145.99233,,,,0.940963855,0.961803391,,,
46.89,91184.09488,,,,0.941566265,0.962205462,,,
46.92,91222.18105,,,,0.942168675,0.96260736,,,
46.95,91260.25083,,,,0.942771084,0.963009085,,,
46.98,91298.30424,,,,0.943373494,0.963410638,,,
47.01,91336.34126,,,,0.943975904,0.963812017,,,
47.04,91374.36191,,,,0.944578313,0.964213224,,,
47.07,91412.36617,,,,0.945180723,0.964614258,,,
47.1,91450.35406,,,,0.945783133,0.965015119,,,
47.13,91488.32557,,,,0.946385542,0.965415807,,,
47.16,91526.2807,,,,0.946987952,0.965816323,,,
47.19,91564.21946,,,,0.947590361,0.966216665,,,
47.22,91602.14184,,,,0.948192771,0.966616835,,,
47.25,91640.04784,,,,0.948795181,0.967016832,,,
47.28,91677.93746,,,,0.94939759,0.967416656,,,
47.31,91715.81071,,,,0.95,0.967816307,,,
47.34,91753.66758,,,,0.95060241,0.968215786,,,
47.37,91791.50807,,,,0.951204819,0.968615092,,,
47.4,91829.33219,,,,0.951807229,0.969014225,,,
47.43,91867.13994,,,,0.952409639,0.969413185,,,
47.46,91904.93131,,,,0.953012048,0.969811972,,,
47.49,91942.70631,,,,0.953614458,0.970210587,,,
47.52,91980.46493,,,,0.954216867,0.970609028,,,
47.55,92018.20718,,,,0.954819277,0.971007297,,,
47.58,92055.93306,,,,0.955421687,0.971405394,,,
47.61,92093.64257,,,,0.956024096,0.971803317,,,
47.64,92131.3357,,,,0.956626506,0.972201068,,,
47.67,92169.01246,,,,0.957228916,0.972598646,,,
47.7,92206.67285,,,,0.957831325,0.972996051,,,
47.73,92244.31686,,,,0.958433735,0.973393283,,,
47.76,92281.94451,,,,0.959036145,0.973790343,,,
47.79,92319.55579,,,,0.959638554,0.97418723,,,
47.82,92357.15069,,,,0.960240964,0.974583944,,,
47.85,92394.72923,,,,0.960843373,0.974980486,,,
47.88,92432.29139,,,,0.961445783,0.975376854,,,
47.91,92469.83719,,,,0.962048193,0.97577305,,,
47.94,92507.36662,,,,0.962650602,0.976169074,,,
47.97,92544.87968,,,,0.963253012,0.976564924,,,
48,92582.37637,,,,0.963855422,0.976960602,,,
48.03,92619.85669,,,,0.964457831,0.977356107,,,
48.06,92657.32065,,,,0.965060241,0.977751439,,,
48.09,92694.76823,,,,0.965662651,0.978146599,,,
48.12,92732.19946,,,,0.96626506,0.978541586,,,
48.15,92769.61431,,,,0.96686747,0.9789364,,,
48.18,92807.0128,,,,0.96746988,0.979331042,,,
48.21,92844.39492,,,,0.968072289,0.97972551,,,
48.24,92881.76068,,,,0.968674699,0.980119807,,,
48.27,92919.11007,,,,0.969277108,0.98051393,,,
48.3,92956.4431,,,,0.969879518,0.980907881,,,
48.33,92993.75976,,,,0.970481928,0.981301659,,,
48.36,93031.06006,,,,0.971084337,0.981695264,,,
48.39,93068.344,,,,0.971686747,0.982088697,,,
48.42,93105.61157,,,,0.972289157,0.982481957,,,
48.45,93142.86278,,,,0.972891566,0.982875044,,,
48.48,93180.09762,,,,0.973493976,0.983267959,,,
48.51,93217.31611,,,,0.974096386,0.983660701,,,
48.54,93254.51823,,,,0.974698795,0.98405327,,,
48.57,93291.70399,,,,0.975301205,0.984445667,,,
48.6,93328.87339,,,,0.975903614,0.984837891,,,
48.63,93366.02642,,,,0.976506024,0.985229943,,,
48.66,93403.1631,,,,0.977108434,0.985621822,,,
48.69,93440.28341,,,,0.977710843,0.986013528,,,
48.72,93477.38737,,,,0.978313253,0.986405061,,,
48.75,93514.47497,,,,0.978915663,0.986796422,,,
48.78,93551.5462,,,,0.979518072,0.98718761,,,
48.81,93588.60108,,,,0.980120482,0.987578626,,,
48.84,93625.6396,,,,0.980722892,0.987969469,,,
48.87,93662.66176,,,,0.981325301,0.988360139,,,
48.9,93699.66756,,,,0.981927711,0.988750637,,,
48.93,93736.65701,,,,0.98253012,0.989140962,,,
48.96,93773.63009,,,,0.98313253,0.989531115,,,
48.99,93810.58682,,,,0.98373494,0.989921095,,,
49.02,93847.5272,,,,0.984337349,0.990310902,,,
49.05,93884.45121,,,,0.984939759,0.990700537,,,
49.08,93921.35887,,,,0.985542169,0.991089999,,,
49.11,93958.25018,,,,0.986144578,0.991479288,,,
49.14,93995.12513,,,,0.986746988,0.991868405,,,
49.17,94031.98372,,,,0.987349398,0.99225735,,,
49.2,94068.82596,,,,0.987951807,0.992646122,,,
49.23,94105.65185,,,,0.988554217,0.993034721,,,
49.26,94142.46138,,,,0.989156627,0.993423147,,,
49.29,94179.25456,,,,0.989759036,0.993811402,,,
49.32,94216.03138,,,,0.990361446,0.994199483,,,
49.35,94252.79185,,,,0.990963855,0.994587392,,,
49.38,94289.53597,,,,0.991566265,0.994975128,,,
49.41,94326.26374,,,,0.992168675,0.995362692,,,
49.44,94362.97515,,,,0.992771084,0.995750083,,,
49.47,94399.67021,,,,0.993373494,0.996137302,,,
49.5,94436.34893,,,,0.993975904,0.996524348,,,
49.53,94473.01128,,,,0.994578313,0.996911222,,,
49.56,94509.65729,,,,0.995180723,0.997297923,,,
49.59,94546.28695,,,,0.995783133,0.997684452,,,
49.62,94582.90026,,,,0.996385542,0.998070808,,,
49.65,94619.49722,,,,0.996987952,0.998456991,,,
49.68,94656.07783,,,,0.997590361,0.998843002,,,
49.71,94692.64209,,,,0.998192771,0.999228841,,,
49.74,94729.19,,,,0.998795181,0.999614507,,,
49.77,94765.72156,,,,0.99939759,1,,,
49.8,0,,,,1,0,,,
