Time(s),Thrust(N)
83.73,15901.92659
83.76,15910.90204
83.79,15847.17331
83.82,15840.67938
83.85,15811.34586
83.88,15820.32582
83.91,15758.13001
83.94,15751.73721
83.97,15720.81598
84.0,15729.75403
84.03,15669.4221
84.06,15663.09244
84.09,15630.20286
84.12,15576.06162
84.15,15581.13127
84.18,15574.94181
84.21,15539.76869
84.24,15485.67816
84.27,15493.33366
84.3,15440.3753
84.33,15449.27957
84.36,15395.17386
84.39,15404.06853
84.42,15349.85598
84.45,15358.76077
84.48,15304.69185
84.51,15313.58707
84.54,15259.40252
84.57,15268.28053
84.6,15214.20631
84.63,15223.06042
84.66,15168.86929
84.69,15114.81226
84.72,15123.66328
84.75,15132.54589
84.78,15078.41743
84.81,15024.42383
84.84,15033.28842
84.87,15042.143
84.9,14987.99539
84.93,14933.98352
84.96,14942.79524
84.99,14888.66313
85.02,14897.47068
85.05,14843.49829
85.08,14852.31511
85.11,14798.22171
85.14,14807.02921
85.17,14753.06994
85.2,14761.85293
85.23,14707.75935
85.26,14716.53304
85.29,14666.40887
85.32,14671.34408
85.35,14617.30093
85.38,14587.30839
85.41,14581.91059
85.44,14580.96215
85.47,14526.93449
85.5,14503.05527
85.53,14497.71719
85.56,14492.3793
85.59,14436.51273
85.62,14390.71511
85.65,14371.61634
85.68,14345.84875
85.71,14339.02436
85.74,14314.54675
85.77,14295.59873
85.8,14262.43232
85.83,14257.26254
85.86,14238.84788
85.89,14183.69528
85.92,14156.71376
85.95,14165.4229
85.98,14106.24843
86.01,14101.33571
86.04,14066.39096
86.07,14012.5994
86.1,14021.27889
86.13,14019.23285
86.16,13976.04029
86.19,13922.25736
86.22,13930.91232
86.25,13937.36181
86.28,13885.75166
86.31,13832.03906
86.34,13840.72119
86.37,13849.4026
86.4,13795.59099
86.43,13741.88459
86.46,13750.52675
86.49,13696.73879
86.52,13705.37068
86.55,13651.69739
86.58,13660.33741
86.61,13606.60847
86.64,13615.23802
86.67,13561.61326
86.7,13570.23228
86.73,13516.53787
86.76,13525.1347
86.79,13479.02363
86.82,13480.124
86.85,13426.48167
86.88,13403.1586
86.91,13357.63575
86.94,13340.08098
86.97,13331.65493
87.0,13305.05374
87.03,13287.55041
87.06,13251.96721
87.09,13247.48511
87.12,13235.11478
87.15,13217.67553
87.18,13148.42458
87.21,13156.97505
87.24,13103.62606
87.27,13101.49793
87.3,13058.81703
87.33,13067.34036
87.36,13014.0428
87.39,13022.16267
87.42,12969.25214
87.45,12916.02465
87.48,12924.50664
87.51,12871.29377
87.54,12879.77769
87.57,12826.63245
87.6,12835.10487
87.63,12781.94882
87.66,12790.39794
87.69,12737.30398
87.72,12745.74034
87.75,12692.61959
87.78,12701.04546
87.81,12653.65473
87.84,12656.49454
87.87,12589.62456
87.9,12553.16636
87.93,12536.4219
87.96,12509.72052
87.99,12511.77672
88.02,12486.31045
88.05,12469.6565
88.08,12431.63945
88.11,12427.49585
88.14,12368.84627
88.17,12364.84609
88.2,12327.8547
88.23,12336.25616
88.26,12283.433
88.29,12230.45281
88.32,12238.81431
88.35,12185.98677
88.38,12194.33931
88.41,12141.36069
88.44,12149.7296
88.47,12096.94991
88.5,12105.32218
88.53,12052.38018
88.56,12060.7442
88.59,12007.96137
88.62,12016.29462
88.65,11963.32838
88.68,11901.0926
88.71,11885.33344
88.74,11865.87921
88.77,11869.59564
88.8,11838.36118
88.83,11822.76944
88.86,11786.27758
88.89,11785.22971
88.92,11776.10919
88.95,11726.05294
88.98,11687.82936
89.01,11696.13991
89.04,11643.36367
89.07,11650.91423
89.1,11598.74225
89.13,11545.98333
89.16,11554.28947
89.19,11501.35514
89.22,11509.6502
89.25,11456.87439
89.28,11465.1483
89.31,11412.19901
89.34,11420.46464
89.37,11372.31409
89.4,11323.03724
89.43,11319.83199
89.46,11316.65219
89.49,11271.87298
89.52,11257.16767
89.55,11233.98769
89.58,11227.10342
89.61,11213.17805
89.64,11159.45051
89.67,11144.81583
89.7,11092.0635
89.73,11100.31305
89.76,11047.40505
89.79,11055.64616
89.82,11002.90885
89.85,11011.14153
89.88,10958.22347
89.91,10966.42895
89.94,10913.67729
89.97,10921.87435
90.0,10868.95725
90.03,10877.16403
90.06,10788.71818
90.09,10782.61106
90.12,10779.74026
90.15,10746.74852
90.18,10732.79905
90.21,10718.82121
90.24,10690.59014
90.27,10685.10985
90.3,10677.02269
90.33,10593.12575
90.36,10601.30009
90.39,10548.60856
90.42,10556.78881
90.45,10503.93137
90.48,10512.10316
90.51,10459.41632
90.54,10467.5726
90.57,10414.71386
90.6,10422.8617
90.63,10370.17558
90.66,10325.02418
90.69,10322.42578
90.72,10284.1781
90.75,10270.8329
90.78,10257.4947
90.81,10236.29666
90.84,10226.50901
90.87,10217.59211
90.9,10204.31918
90.93,10157.70851
90.96,10094.37728
90.99,10102.47966
91.02,10049.67947
91.05,10057.81435
91.08,10005.19399
91.11,10013.32034
91.14,9960.52975
91.17,9968.64665
91.2,9916.03011
91.23,9876.10668
91.26,9871.34263
91.29,9871.4252
91.32,9826.06293
91.35,9813.28465
91.38,9782.13585
91.41,9790.22295
91.44,9774.19682
91.47,9762.35053
91.5,9692.91308
91.53,9640.29255
91.56,9648.34158
91.59,9656.39041
91.62,9603.5978
91.65,9550.98362
91.68,9559.0639
91.71,9567.14454
91.74,9514.40691
91.77,9446.10115
91.8,9434.93572
91.83,9432.82125
91.86,9425.1892
91.89,9396.87181
91.92,9384.59688
91.95,9372.32805
91.98,9335.89462
92.01,9332.18853
92.04,9291.37863
92.07,9238.65143
92.1,9246.67691
92.13,9194.12799
92.16,9202.14203
92.19,9149.41714
92.22,9157.41876
92.25,9104.87137
92.28,9067.10506
92.31,9060.14197
92.34,9063.24051
92.37,9017.51138
92.4,9005.67434
92.43,8970.94212
92.46,8978.93459
92.49,8963.92
92.52,8958.43341
92.55,8881.68028
92.58,8889.63165
92.61,8837.10139
92.64,8845.04397
92.67,8792.38332
92.7,8739.89994
92.73,8747.85815
92.76,8704.48212
92.79,8702.71032
92.82,8660.10985
92.85,8648.63576
92.88,8637.16714
92.91,8613.97379
92.94,8602.62534
92.97,8600.86737
93.0,8591.44479
93.03,8524.81819
93.06,8472.39585
93.09,8480.31958
93.12,8488.24324
93.15,8435.69706
93.18,8383.27642
93.21,8391.15702
93.24,8346.58745
93.27,8344.92951
93.3,8300.20579
93.33,8289.04968
93.36,8279.80806
93.39,8257.42108
93.42,8244.43223
93.45,8242.82575
93.48,8180.89974
93.51,8168.45257
93.54,8116.15409
93.57,8124.00692
93.6,8071.63487
93.63,8079.47696
93.66,7995.87709
93.69,7994.35756
93.72,7982.75943
93.75,7990.59868
93.78,7948.33693
93.81,7937.47639
93.84,7893.98444
93.87,7901.79558
93.9,7890.79927
93.93,7889.28262
93.96,7805.2576
93.99,7813.04834
94.02,7760.97863
94.05,7768.79203
94.08,7708.5251
94.11,7656.40543
94.14,7645.90709
94.17,7644.49394
94.2,7628.15443
94.23,7608.17135
94.26,7603.25374
94.29,7592.64069
94.32,7544.0413
94.35,7542.62383
94.38,7495.49335
94.41,7443.50823
94.44,7451.25755
94.47,7399.40928
94.5,7364.825
94.53,7355.18609
94.56,7362.17207
94.59,7316.86778
94.62,7306.50353
94.65,7266.89849
94.68,7274.61413
94.71,7261.71466
94.74,7260.42023
94.77,7178.68629
94.8,7186.40557
94.83,7134.67233
94.86,7086.96258
94.89,7085.7406
94.92,7035.62647
94.95,7025.50491
94.98,7022.71692
95.01,7002.15216
95.04,6984.74615
95.07,6983.56282
95.1,6922.77078
95.13,6921.598
95.16,6862.25887
95.19,6869.93968
95.22,6818.03755
95.25,6811.13609
95.28,6750.71033
95.31,6749.62709
95.34,6729.71464
95.37,6737.3596
95.4,6709.45545
95.43,6701.04166
95.46,6647.71758
95.49,6649.06232
95.52,6597.36213
95.55,6605.00315
95.58,6553.07251
95.61,6539.53062
95.64,6479.24406
95.67,6478.27134
95.7,6464.64473
95.73,6438.00586
95.76,6432.55242
95.79,6423.04547
95.82,6376.27529
95.85,6374.65644
95.88,6373.72975
95.91,6339.8154
95.94,6287.86165
95.97,6211.52488
96.0,6210.66234
96.03,6209.79906
96.06,6199.32261
96.09,6168.39987
96.12,6160.30535
96.15,6151.05184
96.18,6110.86484
96.21,6105.52103
96.24,6104.70621
96.27,6074.33122
96.3,6022.36673
96.33,5945.5617
96.36,5944.814
96.39,5944.06552
96.42,5933.76876
96.45,5901.59234
96.48,5893.8082
96.51,5840.57434
96.54,5845.2184
96.57,5839.15291
96.6,5801.04524
96.63,5749.05655
96.66,5742.11623
96.69,5682.17307
96.72,5681.51719
96.75,5660.33742
96.78,5667.86072
96.81,5637.33415
96.84,5632.69975
96.87,5576.53205
96.9,5579.22511
96.93,5575.3106
96.96,5535.00742
96.99,5483.0151
97.02,5481.07125
97.05,5421.25029
97.08,5420.70633
97.11,5394.26706
97.14,5401.77603
97.17,5375.63625
97.2,5375.0987
97.23,5315.02631
97.26,5314.49805
97.29,5261.25109
97.32,5268.74845
97.35,5216.73203
97.38,5222.38389
97.41,5167.80243
97.44,5162.2019
97.47,5161.74447
97.5,5135.35671
97.53,5116.2495
97.56,5115.82069
97.59,5115.39111
97.62,5046.59
97.65,4967.15914
97.68,4966.78962
97.71,4966.40113
97.74,4957.70153
97.77,4920.16378
97.8,4912.41513
97.83,4905.62893
97.86,4868.74678
97.89,4859.17222
97.92,4858.83093
97.95,4831.89994
97.98,4772.17903
98.01,4712.65463
98.04,4712.3707
98.07,4712.07765
98.1,4690.90291
98.13,4664.91877
98.16,4664.62578
98.19,4662.03926
98.22,4604.54015
98.25,4550.09905
98.28,4557.54389
98.31,4519.96746
98.34,4512.94508
98.37,4471.34388
98.4,4463.51636
98.43,4459.92129
98.46,4423.90396
98.49,4411.83382
98.52,4411.62193
98.55,4411.40927
98.58,4334.78453
98.61,4269.70423
98.64,4269.57367
98.67,4269.44234
98.7,4245.69436
98.73,4220.72989
98.76,4220.60047
98.79,4220.46881
98.82,4213.83851
98.85,4163.97643
98.88,4112.13252
98.91,4080.38844
98.94,4080.30564
98.97,4074.79707
99.0,4028.93401
99.03,4021.44001
99.06,4020.86135
99.09,3985.63736
99.12,3971.26973
99.15,3971.2209
99.18,3948.53471
99.21,3892.65591
99.24,3833.43822
99.27,3833.43303
99.3,3833.42708
99.33,3807.1335
99.36,3783.19909
99.39,3783.2246
99.42,3783.24935
99.45,3723.78785
99.48,3666.05552
99.51,3647.30616
99.54,3647.36777
99.57,3647.42862
99.6,3596.49085
99.63,3596.55682
99.66,3593.63583
99.69,3588.48601
99.72,3546.58275
99.75,3537.40193
99.78,3502.04021
99.81,3462.60145
99.84,3457.22198
99.87,3409.41992
99.9,3403.77798
99.93,3403.9123
99.96,3367.78951
99.99,3352.1816
100.02,3352.32116
100.05,3352.45998
100.08,3278.33838
100.11,3220.53278
100.14,3220.3255
100.17,3220.53089
100.2,3220.73552
100.23,3168.21917
100.26,3168.425
100.29,3168.61862
100.32,3168.81148
100.35,3106.66043
100.38,3038.02837
100.41,3038.26082
100.44,3038.49398
100.47,3017.05102
100.5,2985.57794
100.53,2985.84044
100.56,2986.10222
100.59,2927.48662
100.62,2927.15058
100.65,2857.17106
100.68,2857.46843
100.71,2857.76507
100.74,2803.92862
100.77,2804.23317
100.8,2803.58735
100.83,2799.76456
100.86,2755.41638
100.89,2746.01845
100.92,2677.50834
100.95,2677.86126
100.98,2665.70795
101.01,2623.74021
101.04,2622.81385
101.07,2620.04969
101.1,2620.40427
101.13,2565.66481
101.16,2566.02811
101.19,2526.94857
101.22,2499.34154
101.25,2493.31702
101.28,2444.25118
101.31,2441.35858
101.34,2441.77955
101.37,2403.48408
101.4,2386.8377
101.43,2387.26313
101.46,2343.36399
101.49,2322.0445
101.52,2266.28691
101.55,2263.70968
101.58,2264.16729
101.61,2264.63743
101.64,2208.63463
101.67,2209.1146
101.7,2209.59384
101.73,2162.17897
101.76,2140.86305
101.79,2087.70479
101.82,2087.57525
101.85,2088.0754
101.88,2088.57484
101.91,2031.93033
101.94,2032.44009
101.97,2032.95758
102.0,1983.30117
102.03,1967.89255
102.06,1911.92898
102.09,1912.49786
102.12,1913.06604
102.15,1877.80861
102.18,1856.40041
102.21,1856.96093
102.24,1857.52074
102.27,1806.78886
102.3,1738.32471
102.33,1737.79148
102.36,1738.38468
102.39,1738.99214
102.42,1704.58429
102.45,1681.85076
102.48,1682.46713
102.51,1683.0828
102.54,1622.6484
102.57,1564.64463
102.6,1564.66807
102.63,1565.30259
102.66,1565.93643
102.69,1531.38322
102.72,1508.42807
102.75,1509.07359
102.78,1465.79518
102.81,1441.27611
102.84,1392.01673
102.87,1392.42551
102.9,1393.09118
102.93,1393.75617
102.96,1335.44895
102.99,1336.11322
103.02,1336.77683
103.05,1278.00773
103.08,1268.34416
103.11,1220.40866
103.14,1221.00446
103.17,1221.70255
103.2,1222.39998
103.23,1164.20425
103.26,1164.9039
103.29,1131.39118
103.32,1107.31633
103.35,1095.99882
103.38,1049.95298
103.41,1050.61124
103.44,1051.30289
103.47,1006.51215
103.5,994.01481
103.53,968.92061
103.56,936.7949
103.59,917.22488
103.62,879.68776
103.65,880.40449
103.68,881.12058
103.71,881.86159
103.74,835.07208
103.77,807.72204
103.8,767.33516
103.83,768.05206
103.86,746.03618
103.89,710.99655
103.92,711.71783
103.95,712.46077
103.98,655.52117
104.01,647.82218
104.04,598.8983
104.07,599.65555
104.1,568.3375
104.13,542.46214
104.16,543.20801
104.19,543.95325
104.22,494.77738
104.25,487.15626
104.28,431.36113
104.31,432.12295
104.34,432.89825
104.37,397.52538
104.4,375.34845
104.43,343.19405
104.46,337.93247
104.49,308.7186
104.52,263.31851
104.55,264.44656
104.58,266.37445
104.61,219.84852
104.64,208.31247
104.67,188.00639
104.7,182.82222
104.73,156.09744
104.76,137.76903
104.79,97.77626
104.82,98.6369
104.85,100.32314
104.88,46.47993
